player_id,situation,on_ice_xgf,on_ice_xga,shots_for_count,shots_against_count
8480845,5v5,0.11410065877134912,0.0,4,0
8480845,PK,0.0,0.0033138105645775795,0,1
8480848,5v5,0.06620136881247163,1.019031174480915,4,9
8480848,PK,0.0,0.19650245644152164,0,3
8480849,5v5,0.02706373855471611,0.38398746724124067,2,6
8480849,PK,0.0033138105645775795,0.0,1,0
8480855,5v5,0.008532080799341202,0.10353844190831296,1,4
8480855,PK,0.0033138105645775795,0.0,1,0
8480865,5v5,0.23293380625545979,0.25969422422349453,4,2
8480865,PK,0.0003524911589920521,0.31534984707832336,1,2
8480865,PP,0.12336621433496475,0.0,1,0
8480880,5v5,0.09669481217861176,0.0,2,0
8480891,5v5,0.18311435356736183,0.456765055161668,6,9
8480891,PK,0.0033138105645775795,0.0,1,0
8480893,5v5,0.25969422422349453,0.17284627258777618,2,1
8480893,PK,0.31534984707832336,0.0,2,0
8480893,PP,0.0,0.12336621433496475,0,1
8480980,5v5,0.7171994254837418,0.9743159232367093,8,15
8480980,PK,0.0,0.13499907779781897,0,2
8480990,5v5,0.2655842453241348,0.3556522913277149,2,7
8480990,PK,0.18939129449427128,0.0,2,0
8480995,5v5,0.17783533222973347,0.08973926305770874,5,1
8481006,5v5,0.014761192724108696,0.22291285172104836,1,3
8481014,5v5,0.20847032964229584,0.25969422422349453,2,2
8481019,5v5,0.03514113277196884,0.0,1,0
8481122,5v5,0.14896053727716208,0.08973926305770874,4,1
8481122,PK,0.0,0.11932855099439621,0,1
8481161,5v5,0.25969422422349453,0.40578007884323597,2,5
8481161,PK,0.31534984707832336,0.0003524911589920521,2,1
8481161,PP,0.0,0.12336621433496475,0,1
8481186,5v5,0.45220185397192836,0.38230781629681587,9,4
8481186,PK,0.0806921198964119,0.050686875358223915,1,2
8481237,5v5,0.1451958790421486,0.25969422422349453,2,2
8481237,PK,0.0003524911589920521,0.31534984707832336,1,2
8481237,PP,0.12336621433496475,0.0,1,0
8481477,5v5,0.05829301290214062,0.6877422835677862,2,7
8481481,5v5,1.146266771718556,1.5711618267081147,12,20
8481481,PK,0.0,0.13499907779781897,0,2
8481519,5v5,0.34198593853253784,2.8630231020554113,8,40
8481519,PK,0.22537613145369959,0.41575297266699646,3,5
8481519,PP,0.0,0.2362634549541704,0,2
8481522,5v5,0.41122519224882126,0.4539335332810879,5,5
8481522,PK,0.08851547166705132,0.07517112046480179,2,1
8481524,5v5,0.1313079558312893,0.43392011150717735,4,5
8481524,PK,0.0,0.07517112046480179,0,1
8481528,5v5,0.07414910197257996,0.08992026746273041,2,1
8481528,PK,0.01648738607764244,0.0,1,0
8481532,5v5,0.5262795947492123,0.4421141338515224,5,4
8481532,PK,0.0,0.02132319432771708,0,1
8481554,5v5,0.42245844984427094,0.8632518146187067,6,7
8481554,PK,0.07517112046480179,0.08851547166705132,1,2
8481556,5v5,0.9344213753938675,0.02408940391615033,6,2
8481556,PK,0.19650245644152164,0.0,3,0
8481557,5v5,0.2974087707698345,0.011568985879421234,3,1
8481557,PK,0.20947800017893314,0.0,3,0
8481567,5v5,0.2815458821132779,1.0862064305692911,7,8
8481567,PK,0.5011939667165279,0.19650245644152164,3,3
8481568,5v5,0.17602375522255898,0.24697593785822392,3,2
8481568,PK,0.04898812994360924,0.0,1,0
8481577,5v5,1.4130269539155005,0.8991885696438847,17,13
8481577,PK,0.0,0.13499907779781897,0,2
8481582,5v5,0.22409914806485176,0.3892679587006569,5,4
8481598,5v5,0.0,0.16701321303844452,0,1
8481601,5v5,0.5054467618465424,0.25969422422349453,2,2
8481601,PK,0.0,0.31534984707832336,0,2
8481601,PP,0.12336621433496475,0.0,1,0
8481604,5v5,0.8526427503675222,0.4074360113590956,10,4
8481606,5v5,0.12368381768465042,0.3123483806848526,1,2
8481624,5v5,0.6625229779314633,0.14230007864534855,5,3
8481641,5v5,0.7591190528990842,0.5035638780118107,10,5
8481641,PK,0.3027260521593891,0.0,4,0
8481668,5v5,0.40835129131126935,2.3873337934768055,7,35
8481668,PK,0.0,0.18579158951203942,0,3
8481704,5v5,0.011568985879421234,0.26932064443826675,1,2
8481704,PK,0.03771299868822098,0.050686875358223915,1,2
8481711,5v5,0.02706373855471611,0.04657735812361352,2,2
8481711,PK,0.0033138105645775795,0.0,1,0
8481716,5v5,0.5380546506494284,0.0877379272133112,3,2
8481716,PK,0.31534984707832336,0.0,2,0
8481716,PP,0.0,0.12336621433496475,0,1
8481719,5v5,0.5176220536231995,0.11308036744594574,4,4
8481726,5v5,1.2463432364344957,1.02384827816046,18,14
8481726,PK,0.13499907779781897,0.0,2,0
8481806,5v5,0.2693249857984483,1.2078193221241236,5,10
8482055,5v5,0.02740713208913803,0.024469036608934402,1,1
8482070,5v5,0.0,0.07271642237901688,0,1
8482070,PK,0.11932855099439621,0.0,1,0
8482073,5v5,1.0536032908337343,1.137533170814879,18,15
8482073,PK,0.13499907779781897,0.0,2,0
8482077,5v5,0.385349337477237,0.8110149223357439,4,7
8482079,5v5,0.36495962738990784,0.09624679386615753,2,1
8482079,PK,0.18939129449427128,0.0,2,0
8482089,5v5,0.35628559114411473,0.17589132487773895,4,2
8482089,PK,0.0174864511936903,0.0,1,0
8482093,5v5,0.899075236171484,0.03184770932421088,8,2
8482097,5v5,0.09794406965374947,0.36401326581835747,3,4
8482097,PK,0.08851547166705132,0.07517112046480179,2,1
8482109,5v5,1.1550971913700978,1.024023022711008,17,15
8482109,PK,0.18579158951203942,0.0,3,0
8482113,5v5,0.766544907161082,0.0,9,0
8482113,PK,0.29862377898349934,0.0,3,0
8482117,5v5,0.648027278482914,0.03234206326305866,5,2
8482122,5v5,0.7472674436867237,0.45189908519387245,6,8
8482122,PK,0.22382786870002747,0.0,4,0
8482124,5v5,1.469491561250948,1.1509667857621622,21,17
8482124,PK,0.45718734749276835,0.2220339322629772,7,3
8482124,PP,0.0,0.0012379360850900412,0,1
8482137,5v5,0.23448858689516783,2.05309821665287,6,18
8482137,PK,0.5011939667165279,0.19650245644152164,3,3
8482149,5v5,0.438189586129738,0.02706373855471611,8,2
8482149,PK,0.0,0.0033138105645775795,0,1
8482155,5v5,0.67565148946181,0.4871809513976176,8,9
8482155,PK,0.10473269934012044,0.10334337184991574,2,2
8482157,5v5,0.9292209525465589,0.9308556995273305,15,11
8482157,PK,0.13499907779781897,0.0,2,0
8482175,5v5,0.042141564190387726,0.0178876593708992,1,1
8482176,5v5,0.5278697402622978,1.2455391228183812,13,14
8482176,PK,0.01953001152074546,0.29862377898349934,1,3
8482176,PP,0.0,0.22184894979000092,0,1
8482177,5v5,0.09669481217861176,0.0,2,0
8482221,5v5,0.4360358342528343,0.7633097753860056,6,10
8482221,PK,0.10500285774469376,0.07517112046480179,3,1
8482221,PP,0.07939120382070541,0.0,1,0
8482259,5v5,0.13294854387640953,0.08973926305770874,4,1
8482408,5v5,0.20084549486637115,0.008671342260449863,2,1
8482408,PK,0.0,0.12466656617763283,0,3
8482451,5v5,0.7214120682328939,0.20847032964229584,4,2
8482460,5v5,1.0346984355140203,0.6506535589579001,14,6
8482460,PK,0.13499907779781897,0.0,2,0
8482511,5v5,1.2982006911188364,0.12356235506013036,12,4
8482511,PK,0.19650245644152164,0.0,3,0
8482659,5v5,0.02706373855471611,0.41607544012367725,2,6
8482659,PK,0.0033138105645775795,0.0,1,0
8482660,5v5,0.4430516418069601,0.5931846890598536,3,4
8482660,PK,0.31534984707832336,0.0,2,0
8482660,PP,0.0,0.12336621433496475,0,1
8482665,5v5,0.0178876593708992,0.2524975575506687,1,2
8482665,PK,0.07517112046480179,0.08851547166705132,1,2
8482665,PP,0.0,0.07939120382070541,0,1
8482667,5v5,0.09947295114398003,0.40168438479304314,2,5
8482671,5v5,0.09437188506126404,0.0,1,0
8482671,PK,0.08851547166705132,0.07517112046480179,2,1
8482703,5v5,0.9174692745657612,0.7679786671567175,13,13
8482703,PK,0.20584611993295412,0.29862377898349934,2,3
8482703,PP,0.0,0.014414505164169481,0,1
8482705,5v5,0.4430516418069601,0.17284627258777618,3,1
8482705,PK,0.0,0.0003524911589920521,0,1
8482713,5v5,0.9206212266598676,0.27041467111333883,16,7
8482713,PK,0.29862377898349934,0.20584611993295412,3,2
8482713,PP,0.014414505164169481,0.0,1,0
8482720,5v5,0.010877863503992558,0.0,1,0
8482726,5v5,0.30216611409559846,0.046005854383111,3,2
8482730,5v5,0.21411732082731882,0.28432533150992156,5,4
8482730,PK,0.21324763229701965,0.16761304588446954,2,1
8482758,5v5,0.6940180505936184,0.7931459313453837,8,13
8482758,PK,0.0,0.13499907779781897,0,2
8482807,5v5,0.6709486841487217,1.1128229916234469,13,18
8482807,PK,0.22537613145369959,0.41575297266699646,3,5
8482807,PP,0.0,0.2362634549541704,0,2
8482809,5v5,0.4996520671993494,0.5535454130731523,6,4
8482858,5v5,0.35331580648198724,0.12637942284345627,4,2
8482858,PK,0.07517112046480179,0.01648738607764244,1,1
8482929,5v5,0.08973926305770874,0.11183556914329529,1,2
8483431,5v5,0.0642239898443222,0.10353844190831296,3,4
8483431,PK,0.0033138105645775795,0.0,1,0
8483432,5v5,0.23394185304641724,0.5931846890598536,1,4
8483432,PK,0.31534984707832336,0.0,2,0
8483432,PP,0.0,0.12336621433496475,0,1
8483447,5v5,0.24487507343292236,0.08483908418565989,2,4
8483448,5v5,0.1451958790421486,0.25969422422349453,2,2
8483450,5v5,0.3939933061291543,0.33707448338660373,4,4
8483460,5v5,0.08116264641284943,0.3440833054482937,1,6
8483460,PK,0.18939129449427128,0.0,2,0
8483468,5v5,0.8312442768365145,0.07709704572334886,6,2
8483468,PK,0.04512403905391693,0.07517112046480179,1,1
8483489,5v5,0.03911914676427841,0.08973926305770874,1,1
8483493,5v5,1.268867958686658,1.1295950854386936,13,13
8483499,5v5,0.21706534922122955,0.0,1,0
8483499,PK,0.15879112482070923,0.0,1,0
8483503,5v5,0.13777768798172474,0.34135997807607055,3,4
8483505,5v5,0.19785950146615505,0.20976698957383633,3,5
8483506,5v5,0.31949121197299823,0.35014009976045973,7,5
8483506,PK,0.1647447924206384,0.29862377898349934,1,3
8483524,5v5,0.14964944124221802,0.0,1,0
8483553,5v5,0.40578007884323597,0.25969422422349453,5,2
8483553,PK,0.0003524911589920521,0.31534984707832336,1,2
8483553,PP,0.12336621433496475,0.0,1,0
8483690,5v5,1.5527341495669034,1.0327075897339104,21,12
8483690,PK,0.13499907779781897,0.0,2,0
8483808,5v5,0.8494164055491578,0.4947261238773353,14,9
8483808,PK,0.0,0.4109701724751638,0,5
8484144,5v5,0.4930503902551371,1.4226401478539632,11,20
8484144,PK,0.27436426139730885,0.41575297266699646,4,5
8484145,5v5,0.44216552190482616,0.08486615866422653,7,2
8484145,PK,0.08851547166705132,0.07517112046480179,2,1
8484149,5v5,0.24812065536103078,0.04375347297059172,4,2
8484149,PK,0.24335712659069428,0.0,4,0
8484166,5v5,0.25969422422349453,0.0877379272133112,2,2
8484166,PK,0.31534984707832336,0.0003524911589920521,2,1
8484166,PP,0.0,0.12336621433496475,0,1
8484227,5v5,0.2609309833496809,0.5296644102782011,6,5
8484258,5v5,0.23089878336038566,0.1942593384668618,4,4
8484258,PK,0.24335712659069428,0.0,4,0
8484783,5v5,0.7144341502291165,1.028910500645603,13,15
8484783,PK,0.01953001152074546,0.41575297266699646,1,5
8484783,PP,0.0,0.22184894979000092,0,1
8484801,5v5,0.26759753888472915,1.0013446789234877,6,9
8484801,PK,0.5011939667165279,0.19650245644152164,3,3
8484839,5v5,1.5258624152717606,1.6000884432906812,22,25
8484839,PK,0.0,0.18579158951203942,0,3
8484911,5v5,0.1171340481378138,0.0,2,0
8484911,PK,0.2845415472984314,0.0,1,0
8484929,5v5,0.9003866519778967,0.05855325981974602,7,1
8484929,PK,0.0,0.04898812994360924,0,1
8484976,5v5,0.4406328680925071,0.11298717185854912,8,2
8485414,5v5,0.9077413509212373,0.3350426568513579,10,5
