player_id,situation,on_ice_xgf,on_ice_xga,shots_for_count,shots_against_count
8476441,PK,0.25408838078257817,0.2220339322629772,3,3
8476441,PP,0.0,0.0012379360850900412,0,1
8476442,5v5,0.13777768798172474,0.27769707748666406,3,2
8476448,5v5,0.5996801797300577,0.02590452367439866,6,2
8476448,PK,0.1622491329908371,0.0174864511936903,1,1
8476453,5v5,0.5571578070521355,0.22409914806485176,5,5
8476453,PK,1.096525378525257,0.0,4,0
8476455,5v5,0.35790971313796116,0.10110851462012718,7,6
8476455,PK,0.10334337184991574,0.0,2,0
8476457,5v5,0.4539335332810879,0.03200753778219223,5,1
8476459,5v5,1.3860052351475338,0.5134911956265569,16,4
8476459,PK,0.13499907779781897,0.0,2,0
8476460,5v5,0.35359854251146317,0.008532080799341202,4,1
8476460,PK,0.0,0.0033138105645775795,0,1
8476467,5v5,0.06990684568881989,0.09437188506126404,1,1
8476468,5v5,0.9700649903945753,0.8537434979895114,15,11
8476468,PK,0.13499907779781897,0.0,2,0
8476469,5v5,1.0651164217495128,0.9048611308251694,16,14
8476469,PK,0.1854576179458898,0.29227961206210235,3,4
8476473,5v5,0.8472142586288754,1.2108697244467508,16,14
8476473,PK,0.22537613145369959,0.29862377898349934,3,3
8476473,PP,0.0,0.2362634549541704,0,2
8476479,5v5,0.1750804979360448,0.16619788124683949,3,2
8476479,PK,0.25408838078257817,0.2709564177343853,3,3
8476480,5v5,0.43765351685578935,0.0538075789809227,8,2
8476480,PK,0.0,0.0033138105645775795,0,1
