player_id,evo_rate_raw,evd_rate_raw,ppo_rate_raw,ppd_rate_raw,toi_5v5_minutes,toi_pp_minutes,toi_pk_minutes,toi_total_minutes,penalty_component_raw,evo_rate_regressed,evd_rate_regressed,ppo_rate_regressed,ppd_rate_regressed,penalty_component_regressed,evo_gar_per_60,evd_gar_per_60,ppo_gar_per_60,ppd_gar_per_60,penalty_gar_per_60,total_gar_per_60,rp_evo_rate,rp_evd_rate,rp_ppo_rate,rp_ppd_rate,rp_penalty_rate
8470594,0.8572878530842095,1.81199934144413,0.0,0.8734803830013895,19.366666666666667,5.1,8.133333333333333,32.6,0.0,1.7636709129656476,1.4380437930523362,0.1584085511298092,1.3785811547123479,0.0,-0.03510723718607456,-0.014484544907708896,-0.008078836107620252,0.041081529432491326,0.0,-0.01658908876891238,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8470613,2.896109751935958,1.7385518472805803,0.0,0.0,42.95,2.716666666666667,3.7,49.36666666666667,0.0,1.885582445752851,1.4484767030352972,0.16208410245409324,1.3690093386160453,0.0,0.08680429560112879,-0.024917454890669877,-0.004403284783336209,0.05065334552879386,0.0,0.10813690145591656,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8471675,3.4497715287181894,3.298685635525663,0.0,2.4410573804501525,20.866666666666667,2.166666666666667,4.566666666666666,27.6,0.0,1.8649193158360053,1.4986795040322842,0.16295665961249212,1.464269338079754,0.0,0.06614116568428319,-0.07512025588765692,-0.0035307276249373354,-0.04460665393491481,0.0,-0.05711647176322587,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8471677,0.966803730304633,0.0,0.0,0.0,16.116666666666667,0.0,0.0,16.116666666666667,0.0,1.7727982598171035,1.3791060627228604,0.16648738723742945,1.4196626841448392,0.0,-0.02597989033461867,0.044453185421766905,0.0,0.0,0.0,0.018473295087148234,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8471685,1.696718940225371,1.054660085132284,0.0,3.4807174226570923,28.55,7.166666666666666,6.716666666666667,42.43333333333333,0.0,1.7932653501452946,1.4036329003932275,0.15535370504270243,1.5493839178822182,0.0,-0.0055128000064275096,0.019926347751399787,-0.011133682194727018,-0.12972123373737898,0.0,-0.12644136818713372,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8471724,3.930284360118356,2.882406567753521,0.0,4.118615932814814,29.15,1.2333333333333334,1.9666666666666663,32.35,0.0,1.916199308652199,1.5039247387741261,0.1644590588450077,1.4717183368651818,0.0,0.11742115850047674,-0.08036549062949883,-0.0020283283924217577,-0.05205565272034263,0.0,-0.01702831324178647,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8473419,4.251512117427628,1.2836598190780428,6.347376401753831,1.718970494138386,25.4,2.2333333333333334,7.866666666666666,35.5,0.0,1.917353412368715,1.4167959335304454,0.3015116989337447,1.4414910658378173,0.0,0.11857526221699288,0.006763314614181892,0.13502431169631524,-0.02182838169297807,0.0,0.23853450683451194,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8473422,4.72612225051915,3.67452939938285,0.0,7.624436910217003,8.983333333333334,0.0,2.35,11.333333333333334,0.0,1.8504444938466054,1.4632878873115092,0.16648738723742945,1.5621269677918308,0.0,0.05166634369488321,-0.03972863916688185,0.0,-0.1424642836469916,0.0,-0.13052657911899024,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8473533,2.5814698128157176,2.28473771272172,0.0,0.0,16.316666666666666,1.8666666666666667,0.6166666666666667,18.8,0.0,1.8235128135607428,1.4507742556277923,0.16343657124093205,1.4109617533326213,0.0,0.02473466340902064,-0.027215007483164966,-0.003050815996497397,0.0087009308122179,0.0,0.0031697707415761778,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8474037,1.0194278078671024,2.1723956059160456,0.0,0.0,16.383333333333333,1.2,3.5,21.08333333333333,0.0,1.7740516425034705,1.4473176362829387,0.16451322849548364,1.3716547672896997,0.0,-0.024726507648251683,-0.023758388138311437,-0.001974158741945814,0.0480079168551395,0.0,-0.0024511376733694357,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8474166,0.0355540520765561,1.0007138774708784,0.0,0.0,12.283333333333331,0.0,2.75,15.033333333333331,0.0,1.7565002388304678,1.4134204239852575,0.16648738723742945,1.3816668458830552,0.0,-0.04227791132125436,0.010138824159369841,0.0,0.03799583826178399,0.0,0.005856751099899471,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8474563,3.726303058318609,1.0886570424259163,0.0,2.2463734762217924,12.366666666666667,3.25,6.5,22.116666666666667,0.0,1.845301586553382,1.4154759277151405,0.16124686415247405,1.4701192113608035,0.0,0.04652343640165979,0.008083320429486784,-0.005240523084955401,-0.050456527215964275,0.0,-0.0010902934697731015,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8474565,1.1086230863578357,0.0,0.0,0.0,9.95,1.55,2.716666666666667,14.216666666666669,0.0,1.7853120399747457,1.395783163197007,0.16394622081480006,1.3821152206505005,0.0,-0.013466110176976409,0.027776084947620294,-0.0025411664226293873,0.037547463494338684,0.0,0.04931627184235318,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8474567,0.5640929188509747,2.1030558567298088,0.0,0.0,9.816666666666666,1.7333333333333334,2.3,13.85,0.0,1.7750039306206444,1.4366431509350641,0.16365077382447193,1.3877445592813678,0.0,-0.023774219531077723,-0.013083902790436808,-0.002836613412957517,0.03191812486347145,0.0,-0.007776610871000594,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8474578,2.018493550083988,1.635015464057134,0.0,3.176448889360445,36.06666666666666,2.166666666666667,2.55,40.78333333333333,0.0,1.8135606437922343,1.4377860623230465,0.16295665961249212,1.463346787736256,0.0,0.014782493640512095,-0.0142268141784192,-0.0035307276249373354,-0.043684103591416834,0.0,-0.046659151754261274,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8474673,0.3337958756781796,2.3044563588541997,0.0,0.0,11.833333333333334,0.5666666666666667,4.166666666666667,16.566666666666666,0.0,1.7649084850629493,1.4439251533417554,0.16554927468090433,1.3628761767790456,0.0,-0.03386966508877287,-0.02036590519712811,-0.0009381125565251225,0.056786507365793604,0.0,0.001612824523367501,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8475167,1.0751877585515008,0.6120170379346004,0.0,0.0,26.15,0.0,0.0,26.15,0.0,1.7628152332262337,1.3832250681636482,0.16648738723742945,1.4196626841448392,0.0,-0.035962916925488475,0.0403341799809791,0.0,0.0,0.0,0.004371263055490626,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8475170,1.7194573748957829,0.7663167918784709,0.0,3.539981083436446,9.216666666666669,2.566666666666667,2.75,14.533333333333331,0.0,1.7973424682639685,1.4116633597436459,0.16232114452788052,1.4764108651477776,0.0,-0.0014356818877536703,0.011895888400981436,-0.004166242709548934,-0.056748181002938436,0.0,-0.050454217199259604,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8475177,2.1392555432281037,0.3943124522081752,0.0,0.0,12.35,0.0,0.0,12.35,0.0,1.8069852269634588,1.398749649374616,0.16648738723742945,1.4196626841448392,0.0,0.008207076811736602,0.02480959877001121,0.0,0.0,0.0,0.03301667558174781,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
8475188,0.4711288424850095,1.5664908209511823,0.0,0.3703013193957946,10.116666666666667,2.566666666666667,2.833333333333333,15.516666666666667,0.0,1.7724481233685128,1.4263938763242456,0.16232114452788052,1.3907499723122076,0.0,-0.026330026783209393,-0.002834628179618326,-0.004166242709548934,0.028912711832631555,0.0,-0.004418185839745098,1.7987781501517222,1.4235592481446273,0.16648738723742945,1.4196626841448392,0.0
