player_id,evo_rate_raw,evd_rate_raw,ppo_rate_raw,ppd_rate_raw,toi_5v5_minutes,toi_pp_minutes,toi_pk_minutes,toi_total_minutes,penalty_component_raw
8470594,0.8572878530842095,1.81199934144413,0.0,0.8734803830013895,19.366666666666667,5.1,8.133333333333333,32.6,0.0
8470613,2.896109751935958,1.7385518472805803,0.0,0.0,42.95,2.716666666666667,3.7,49.36666666666667,0.0
8471675,3.4497715287181894,3.298685635525663,0.0,2.4410573804501525,20.866666666666667,2.166666666666667,4.566666666666666,27.6,0.0
8471677,0.966803730304633,0.0,0.0,0.0,16.116666666666667,0.0,0.0,16.116666666666667,0.0
8471685,1.696718940225371,1.054660085132284,0.0,3.4807174226570923,28.549999999999997,7.166666666666666,6.716666666666667,42.43333333333333,0.0
8471724,3.930284360118356,2.882406567753521,0.0,4.118615932814814,29.150000000000002,1.2333333333333334,1.9666666666666666,32.35,0.0
8473419,4.251512117427628,1.2836598190780428,6.347376401753831,1.718970494138386,25.4,2.2333333333333334,7.866666666666666,35.5,0.0
8473422,4.72612225051915,3.67452939938285,0.0,7.624436910217003,8.983333333333334,0.0,2.35,11.333333333333334,0.0
8473533,2.5814698128157176,2.28473771272172,0.0,0.0,16.316666666666666,1.8666666666666667,0.6166666666666667,18.8,0.0
8474037,1.0194278078671024,2.1723956059160456,0.0,0.0,16.383333333333333,1.2,3.5,21.083333333333332,0.0
8474166,0.035554052076556195,1.0007138774708784,0.0,0.0,12.283333333333333,0.0,2.75,15.033333333333333,0.0
8474563,3.726303058318609,1.0886570424259165,0.0,2.2463734762217924,12.366666666666667,3.25,6.5,22.116666666666667,0.0
8474565,1.1086230863578355,0.0,0.0,0.0,9.95,1.55,2.716666666666667,14.216666666666667,0.0
8474567,0.5640929188509747,2.1030558567298088,0.0,0.0,9.816666666666666,1.7333333333333334,2.3,13.85,0.0
8474578,2.018493550083988,1.635015464057134,0.0,3.1764488893604446,36.06666666666666,2.166666666666667,2.55,40.78333333333333,0.0
8474673,0.3337958756781796,2.3044563588541993,0.0,0.0,11.833333333333334,0.5666666666666667,4.166666666666667,16.566666666666666,0.0
8475167,1.0751877585515008,0.6120170379346004,0.0,0.0,26.15,0.0,0.0,26.15,0.0
8475170,1.7194573748957827,0.7663167918784709,0.0,3.539981083436446,9.216666666666667,2.566666666666667,2.75,14.533333333333333,0.0
8475177,2.1392555432281033,0.39431245220817523,0.0,0.0,12.35,0.0,0.0,12.35,0.0
8475188,0.4711288424850095,1.5664908209511825,0.0,0.3703013193957946,10.116666666666667,2.566666666666667,2.8333333333333335,15.516666666666667,0.0
8475200,1.5895828465434991,2.0641476916193446,0.0,0.0,23.183333333333334,2.033333333333333,3.6166666666666667,28.833333333333332,0.0
8475208,2.52588857602314,2.8410181157396983,0.0,1.4384603789726862,19.516666666666666,2.966666666666667,5.2,27.683333333333334,0.0
8475220,1.6641337841822297,1.3302017225657732,0.0,0.0,20.383333333333333,1.15,1.6666666666666667,23.2,0.0
8475231,2.316122430168625,0.0,3.2897657155990587,4.400230424348697,15.366666666666667,2.25,4.3,21.916666666666668,0.0
8475311,3.5380168965703818,3.8267486439308445,0.0,3.9407129616852505,20.783333333333335,5.066666666666666,6.583333333333333,32.43333333333334,0.0
8475314,2.5469073186981386,0.7258534217426865,2.9411812689130654,4.083667084467495,21.466666666666665,2.5166666666666666,4.633333333333334,28.616666666666667,0.0
8475683,3.762256631288487,4.032216414797286,7.2080376087713,1.988612924591466,19.433333333333334,1.9666666666666666,6.8,28.2,0.0
8475692,0.2593394305267184,0.6574733546834288,0.0,0.0,8.783333333333333,1.1,2.216666666666667,12.1,0.0
8475753,0.006633329755378378,0.74433757776114,0.0,0.0,17.266666666666666,0.5833333333333334,1.2166666666666666,19.066666666666666,0.0
8475754,2.6274091039554435,1.1987190665526746,4.354101682410519,7.374020216903762,26.383333333333333,1.7,4.633333333333333,32.71666666666667,0.0
8475760,0.31362546266183333,1.772629094018033,0.0,0.0,14.083333333333334,0.45,1.8333333333333333,16.366666666666667,0.0
8475764,1.167838820043554,1.949996945594773,0.0,0.0,19.7,0.0,0.0,19.7,0.0
8475768,0.4412932780454963,0.28477685349585113,0.0,0.0,19.883333333333333,0.0,0.5666666666666667,20.45,0.0
8475791,0.6576984772990377,0.24001232115969826,0.0,0.0,9.283333333333333,0.5666666666666667,2.0833333333333335,11.933333333333334,0.0
8475798,1.2415114298669827,2.422780926442808,0.0,0.0,10.8,0.08333333333333333,1.65,12.533333333333333,0.0
8475799,1.8164978739401658,0.04036201166574024,0.0,0.10845198211344546,12.683333333333334,0.45,1.8333333333333333,14.966666666666667,0.0
8475809,1.0465699348879447,5.0,0.0,3.8098945624397356,18.733333333333334,5.033333333333333,7.2,30.96666666666667,0.0
8475842,2.1660234220562313,2.6802955950503953,0.0,0.0,19.816666666666666,0.75,0.3333333333333333,20.9,0.0
8475852,1.5553612878588083,4.263055891418374,0.0,0.0,28.85,2.033333333333333,4.333333333333333,35.21666666666667,0.0
8475883,2.3483369726394296,2.4289442421411778,0.0,0.5459977331176257,22.433333333333334,1.45,5.383333333333334,29.266666666666666,0.0
8475913,1.6832634449225068,0.8489455629098898,0.0,0.0,27.1,0.0,0.0,27.1,0.0
8476312,1.5058502904994886,3.116933799113665,0.0,1.5392763792772302,20.483333333333334,6.050000000000001,7.916666666666666,34.449999999999996,0.0
8476331,1.923810278680331,0.04277923520561047,0.0,0.0,11.966666666666667,0.0,0.0,11.966666666666667,0.0
8476374,2.2140523833234593,0.0,0.0,0.0,19.55,0.9333333333333333,0.0,20.483333333333334,0.0
8476389,1.2894010284837607,4.7056727646454375,0.0,0.0,19.35,0.0,0.11666666666666667,19.46666666666667,0.0
8476392,1.1739075446609282,0.22251344748047786,0.0,0.0,19.85,0.0,0.0,19.85,0.0
8476412,0.6929980420953772,1.7842872823532072,0.0,4.172120562621526,56.06666666666667,2.6166666666666667,2.3333333333333335,61.01666666666667,0.0
8476419,0.4597230998695998,0.8222508418685841,0.0,0.0,18.95,0.9,2.05,21.9,0.0
8476429,0.6807949467352231,1.022865653396696,0.0,0.0,15.233333333333333,0.26666666666666666,2.3833333333333333,17.883333333333333,0.0
8476438,1.2390731565061617,0.7982982949099757,0.0,3.435863992747138,14.666666666666666,2.566666666666667,2.8333333333333335,20.066666666666666,0.0
8476441,1.2312931223226895,1.4211344577779996,0.0,2.3236109190311574,34.233333333333334,5.116666666666667,5.7333333333333325,45.083333333333336,0.0
8476442,0.9538455321811711,1.9225182287538278,0.0,0.0,8.666666666666666,0.9333333333333333,0.5833333333333334,10.183333333333334,0.0
8476448,2.6391792750956085,0.11400523866483492,0.0,0.3703013193957946,13.633333333333333,2.566666666666667,2.8333333333333335,19.03333333333333,0.0
8476453,1.6969273311232551,0.6825354763396498,0.0,0.0,19.7,2.033333333333333,1.1833333333333333,22.916666666666664,0.0
8476455,1.745901039697371,0.49321226643964433,0.0,0.0,12.3,0.6,0.95,13.850000000000001,0.0
8476457,2.2416470779312982,0.15806191497378863,0.0,0.0,12.15,0.0,0.0,12.15,0.0
8476459,5.0,2.15450851311842,0.0,0.0,14.3,1.2333333333333334,1.9666666666666666,17.5,0.0
8476460,1.5638264779376747,0.03773401827718467,0.0,0.10845198211344546,13.566666666666666,0.45,1.8333333333333333,15.85,0.0
8476468,3.3322843181493043,2.932706672483055,0.0,0.0,17.466666666666665,0.75,0.3333333333333333,18.549999999999997,0.0
8476469,2.911479968335798,2.4734245033945403,0.0,4.384194180931535,21.95,4.666666666666667,4.0,30.616666666666667,0.0
8476473,2.2642697335292885,3.2361774372741667,0.0,2.7707360936613337,22.45,1.25,6.466666666666667,30.166666666666664,0.0
8476479,1.4006439834883584,1.3295830499747152,0.0,8.061513254907332,7.5,2.466666666666667,2.0166666666666666,11.983333333333334,0.0
8476480,1.4990986305241119,0.18430759688993503,0.0,0.10845198211344546,17.516666666666666,0.45,1.8333333333333333,19.8,0.0
8476483,2.877416771624914,1.8511913154605122,0.0,4.118615932814814,17.633333333333333,1.2333333333333334,1.9666666666666666,20.833333333333332,0.0
8476525,0.2621983665098897,0.26084032049153555,0.0,0.10845198211344546,18.7,0.45,1.8333333333333333,20.983333333333334,0.0
8476822,1.4676967543871413,0.601805753237463,0.0,0.0,11.15,0.0,0.0,11.15,0.0
8476871,0.8600281710875354,0.0,0.0,0.0,13.633333333333333,0.05,1.1,14.783333333333333,0.0
8476874,0.16800603609538392,0.34994737453464614,0.0,0.0,9.816666666666666,0.45,1.8333333333333333,12.1,0.0
8476878,1.8561041777600493,0.4102625492357508,0.0,0.0,10.816666666666666,0.0,0.0,10.816666666666666,0.0
8476879,0.2210488252138665,2.831894427124312,0.0,6.606905608165463,19.566666666666666,1.9,2.916666666666667,24.383333333333333,0.0
8476881,1.1012680745065435,0.10757678157068862,0.0,0.0,13.383333333333333,1.5,1.6166666666666667,16.5,0.0
8476882,2.975594699461771,1.5818715609091731,0.0,0.0,14.016666666666666,2.3,5.633333333333333,21.95,0.0
8476889,0.011377698057238412,0.547451094187648,0.0,0.0,10.066666666666666,0.05,1.1,11.216666666666667,0.0
8476891,2.795424678079262,3.2808853156637605,0.0,0.0,5.6,1.4666666666666668,3.216666666666667,10.283333333333333,0.0
8476892,0.8951916247026465,1.5434546780261549,0.0,0.0,25.7,0.45,0.0,26.15,0.0
8476897,0.28385610178375287,0.7462731276054093,0.0,0.0,19.883333333333333,1.0666666666666667,1.2166666666666666,22.166666666666664,0.0
8476906,4.837398880189008,4.311587893136657,0.0,0.0,8.416666666666666,1.4666666666666666,0.6166666666666667,10.5,0.0
8476914,1.7751326086670591,1.9163526331614005,0.0,12.0,23.133333333333333,0.65,2.283333333333333,26.066666666666666,0.0
8476917,1.761544098851695,0.6195488450659908,3.127594166238542,4.73024770617485,25.15,2.3666666666666667,4.0,31.516666666666666,0.0
8476921,2.269536981846662,2.793573025839041,0.0,0.0,12.416666666666666,1.8666666666666667,0.6166666666666667,14.899999999999999,0.0
8476923,0.0,5.0,0.0,0.0,7.2,1.6833333333333333,3.0833333333333335,11.966666666666667,0.0
8476931,0.5777386090029841,1.0376802593351826,0.0,0.0,21.083333333333332,0.0,0.0,21.083333333333332,0.0
