playerId,our_xG_total,our_xA_total,name,I_F_goals,I_F_assists,games_played,xG_to_goals_ratio,xA_to_assists_ratio,our_xG_per_game,our_xA_per_game,actual_goals_per_game,actual_assists_per_game
8475218,4.392843834124501,0.0,Mattias Ekholm,2.0,8.0,25,2.1964219170622505,0.0,0.17571375336498005,0.0,0.08,0.32
8475220,3.3112601274624454,0.0,Marcus Foligno,0.0,2.0,23,3.3112601274624454,0.0,0.14396783162880197,0.0,0.0,0.08695652173913043
8475231,3.4859285908751176,0.0,Casey Cizikas,1.0,4.0,25,3.4859285908751176,0.0,0.1394371436350047,0.0,0.04,0.16
8475235,0.5630239583551879,0.0,Nicolas Deslauriers,0.0,0.0,11,0.5630239583551879,0.0,0.05118399621410799,0.0,0.0,0.0
8475279,1.264943034388123,0.0,Ben Chiarot,3.0,4.0,25,0.4216476781293743,0.0,0.050597721375524915,0.0,0.12,0.16
8475287,5.745485992170868,0.0,Erik Haula,4.0,9.0,24,1.436371498042717,0.0,0.23939524967378614,0.0,0.16666666666666666,0.375
8475314,15.597495951224113,0.0,Anders Lee,5.0,8.0,25,3.119499190244823,0.0,0.6238998380489645,0.0,0.2,0.32
8475324,1.4479230744764189,0.0,Nick Jensen,1.0,5.0,24,1.4479230744764189,0.0,0.06033012810318412,0.0,0.041666666666666664,0.20833333333333334
8475343,3.3044876428320995,0.0,Nic Dowd,1.0,4.0,19,3.3044876428320995,0.0,0.17392040225432104,0.0,0.05263157894736842,0.21052631578947367
8475455,0.8548899265006168,0.0,Brenden Dillon,3.0,6.0,24,0.28496330883353893,0.0,0.035620413604192366,0.0,0.125,0.25
8475461,0.0176045708358287,0.0,Andrew Agozzino,0.0,0.0,2,0.0176045708358287,0.0,0.00880228541791435,0.0,0.0,0.0
8475462,0.7156671406701187,0.0,Radko Gudas,1.0,2.0,13,0.7156671406701187,0.0,0.055051318513086055,0.0,0.07692307692307693,0.15384615384615385
8475690,0.1442785793915387,0.0,Chris Tanev,0.0,2.0,8,0.1442785793915387,0.0,0.01803482242394234,0.0,0.0,0.25
8475692,4.307122963946311,0.0,Mats Zuccarello,1.0,8.0,10,4.307122963946311,0.0,0.4307122963946311,0.0,0.1,0.8
8475714,1.6085212123580266,0.0,Calle Jarnkrok,4.0,0.0,18,0.40213030308950665,0.0,0.08936228957544592,0.0,0.2222222222222222,0.0
8475722,9.56945511791855,0.0,Jason Zucker,6.0,7.0,16,1.5949091863197582,0.0,0.5980909448699093,0.0,0.375,0.4375
8475726,7.471955029293891,0.0,Tyler Toffoli,5.0,8.0,25,1.4943910058587782,0.0,0.2988782011717557,0.0,0.2,0.32
8475745,7.129012099234385,0.0,Charlie Coyle,3.0,12.0,25,2.3763373664114615,0.0,0.2851604839693754,0.0,0.12,0.48
8475752,1.1879533780738705,0.0,Tyler Pitlick,0.0,0.0,14,1.1879533780738705,0.0,0.08485381271956217,0.0,0.0,0.0
8475753,3.1253203484229712,0.0,Justin Faulk,6.0,7.0,25,0.5208867247371619,0.0,0.12501281393691885,0.0,0.24,0.28
8475754,6.945625137537715,0.0,Brock Nelson,6.0,6.0,24,1.1576041895896192,0.0,0.2894010473974048,0.0,0.25,0.25
8475755,1.550180531106887,0.0,Alexander Petrovic,1.0,6.0,23,1.550180531106887,0.0,0.0673991535263864,0.0,0.043478260869565216,0.2608695652173913
8475760,4.609746920876202,0.0,Nick Bjugstad,4.0,1.0,19,1.1524367302190506,0.0,0.24261825899348433,0.0,0.21052631578947367,0.05263157894736842
8475762,0.0720354989171028,0.0,Derek Forbort,0.0,0.0,2,0.0720354989171028,0.0,0.0360177494585514,0.0,0.0,0.0
8475763,2.8825540533289296,0.0,Kevin Hayes,1.0,1.0,8,2.8825540533289296,0.0,0.3603192566661162,0.0,0.125,0.125
8475764,2.0565065992996066,0.0,Cam Fowler,1.0,10.0,25,2.0565065992996066,0.0,0.08226026397198426,0.0,0.04,0.4
8475765,5.095782694406806,0.0,Vladimir Tarasenko,2.0,8.0,18,2.547891347203403,0.0,0.2830990385781559,0.0,0.1111111111111111,0.4444444444444444
8475768,6.454133310820905,0.0,Jaden Schwartz,8.0,7.0,23,0.8067666638526131,0.0,0.28061449177482195,0.0,0.34782608695652173,0.30434782608695654
8475784,3.5543320775032026,0.0,Jeff Skinner,4.0,3.0,17,0.8885830193758006,0.0,0.20907835750018838,0.0,0.23529411764705882,0.17647058823529413
8475786,4.837236901745198,0.0,Zach Hyman,0.0,2.0,6,4.837236901745198,0.0,0.8062061502908664,0.0,0.0,0.3333333333333333
8475790,0.1487956214696167,0.0,Erik Gudbranson,0.0,0.0,4,0.1487956214696167,0.0,0.037198905367404174,0.0,0.0,0.0
8475791,7.855071229860183,0.0,Taylor Hall,5.0,7.0,24,1.5710142459720366,0.0,0.3272946345775076,0.0,0.20833333333333334,0.2916666666666667
8475794,5.346422903239724,0.0,Tyler Seguin,7.0,10.0,25,0.7637747004628178,0.0,0.213856916129589,0.0,0.28,0.4
8475795,0.14226838946342452,0.0,Dylan McIlrath,0.0,0.0,3,0.14226838946342452,0.0,0.04742279648780817,0.0,0.0,0.0
8475798,2.8796002352610213,0.0,Mikael Granlund,3.0,6.0,9,0.9598667450870071,0.0,0.319955581695669,0.0,0.3333333333333333,0.6666666666666666
8475799,7.419102905318139,0.0,Nino Niederreiter,4.0,9.0,23,1.8547757263295348,0.0,0.32256969153557125,0.0,0.17391304347826086,0.391304347826087
8475810,11.671767388470467,0.0,Bryan Rust,7.0,10.0,21,1.6673953412100668,0.0,0.5557984470700222,0.0,0.3333333333333333,0.47619047619047616
8475842,4.676467203535137,0.0,Sam Carrick,1.0,5.0,26,4.676467203535137,0.0,0.1798641232128899,0.0,0.038461538461538464,0.19230769230769232
8475848,6.086732237134126,0.0,Brendan Gallagher,1.0,9.0,23,6.086732237134126,0.0,0.2646405320493098,0.0,0.043478260869565216,0.391304347826087
8475906,1.3370086755603532,0.0,John Klingberg,3.0,4.0,16,0.44566955852011775,0.0,0.08356304222252207,0.0,0.1875,0.25
8475913,5.03524310979992,0.0,Mark Stone,4.0,11.0,8,1.25881077744998,0.0,0.62940538872499,0.0,0.5,1.375
8476278,2.897281803190707,0.0,Colin Blackwell,2.0,4.0,24,1.4486409015953534,0.0,0.12072007513294612,0.0,0.08333333333333333,0.16666666666666666
8476292,4.7958787670359,0.0,Ondrej Palat,1.0,3.0,24,4.7958787670359,0.0,0.19982828195982916,0.0,0.041666666666666664,0.125
8476312,2.6126006646081774,0.0,Josh Manson,2.0,2.0,24,1.3063003323040887,0.0,0.10885836102534073,0.0,0.08333333333333333,0.08333333333333333
8476331,1.1047015571966747,0.0,Dylan DeMelo,1.0,9.0,23,1.1047015571966747,0.0,0.04803050248681195,0.0,0.043478260869565216,0.391304347826087
8476372,1.4628204023465485,0.0,Nick Seeler,0.0,3.0,23,1.4628204023465485,0.0,0.0636008870585456,0.0,0.0,0.13043478260869565
8476374,4.5701950346119675,0.0,Sean Kuraly,2.0,4.0,26,2.2850975173059838,0.0,0.1757767321004603,0.0,0.07692307692307693,0.15384615384615385
8476389,3.916202988475559,0.0,Vincent Trocheck,5.0,6.0,12,0.7832405976951118,0.0,0.3263502490396299,0.0,0.4166666666666667,0.5
8476392,2.855390951503067,0.0,Adam Lowry,1.0,2.0,11,2.855390951503067,0.0,0.2595809955911879,0.0,0.09090909090909091,0.18181818181818182
8476393,2.910303956363349,0.0,Nick Cousins,4.0,2.0,24,0.7275759890908372,0.0,0.12126266484847287,0.0,0.16666666666666666,0.08333333333333333
8476399,9.20596049726009,0.0,Blake Coleman,8.0,3.0,26,1.1507450621575113,0.0,0.3540754037407727,0.0,0.3076923076923077,0.11538461538461539
8476419,3.2056434343103306,0.0,Jean-Gabriel Pageau,6.0,6.0,22,0.5342739057183884,0.0,0.1457110651959241,0.0,0.2727272727272727,0.2727272727272727
8476422,1.746250092051921,0.0,Mike Reilly,1.0,4.0,19,1.746250092051921,0.0,0.09190789958168005,0.0,0.05263157894736842,0.21052631578947367
8476425,0.4109107684344053,0.0,Joseph LaBate,0.0,0.0,1,0.4109107684344053,0.0,0.4109107684344053,0.0,0.0,0.0
8476429,1.6004111384972906,0.0,Scott Mayfield,0.0,3.0,23,1.6004111384972906,0.0,0.06958309297814307,0.0,0.0,0.13043478260869565
8476432,4.474180704914032,0.0,Boone Jenner,3.0,7.0,16,1.4913935683046773,0.0,0.279636294057127,0.0,0.1875,0.4375
8476438,5.503452443983403,0.0,Brandon Saad,1.0,3.0,24,5.503452443983403,0.0,0.22931051849930847,0.0,0.041666666666666664,0.125
8476441,1.3839776385575506,0.0,Joel Edmundson,2.0,9.0,24,0.6919888192787753,0.0,0.05766573493989794,0.0,0.08333333333333333,0.375
8476448,2.8199073290452343,0.0,William Karlsson,4.0,3.0,14,0.7049768322613086,0.0,0.2014219520746596,0.0,0.2857142857142857,0.21428571428571427
8476453,8.767484380397939,0.0,Nikita Kucherov,11.0,18.0,22,0.7970440345816308,0.0,0.3985220172908154,0.0,0.5,0.8181818181818182
8476454,5.008071143180129,0.0,Ryan Nugent-Hopkins,5.0,11.0,16,1.001614228636026,0.0,0.3130044464487581,0.0,0.3125,0.6875
8476455,8.72502516629174,0.0,Gabriel Landeskog,3.0,6.0,24,2.9083417220972465,0.0,0.3635427152621558,0.0,0.125,0.25
8476456,7.486258111894127,0.0,Jonathan Huberdeau,4.0,8.0,21,1.8715645279735318,0.0,0.35648848151876794,0.0,0.19047619047619047,0.38095238095238093
8476457,0.6125607425346953,0.0,Adam Larsson,1.0,4.0,23,0.6125607425346953,0.0,0.026633075762378056,0.0,0.043478260869565216,0.17391304347826086
8476458,2.9112584106624113,0.0,Ryan Strome,1.0,2.0,8,2.9112584106624113,0.0,0.3639073013328014,0.0,0.125,0.25
8476459,12.532052315305913,0.0,Mika Zibanejad,9.0,9.0,26,1.3924502572562125,0.0,0.4820020121271505,0.0,0.34615384615384615,0.34615384615384615
8476460,10.2412050392013,0.0,Mark Scheifele,13.0,17.0,23,0.7877850030154847,0.0,0.44526978431310005,0.0,0.5652173913043478,0.7391304347826086
8476461,4.376192317344246,0.0,Sean Couturier,4.0,11.0,22,1.0940480793360614,0.0,0.19891783260655663,0.0,0.18181818181818182,0.5
8476462,3.1046382868662428,0.0,Dougie Hamilton,4.0,4.0,20,0.7761595717165607,0.0,0.15523191434331213,0.0,0.2,0.2
8476463,1.4350437005050465,0.0,Jonas Brodin,2.0,6.0,24,0.7175218502525232,0.0,0.0597934875210436,0.0,0.08333333333333333,0.25
8476467,1.1519357739016396,0.0,Jamie Oleksiak,2.0,3.0,23,0.5759678869508198,0.0,0.05008416408267998,0.0,0.08695652173913043,0.13043478260869565
8476468,11.369767467025664,0.0,J.T. Miller,6.0,7.0,24,1.8949612445042774,0.0,0.47374031112606935,0.0,0.25,0.2916666666666667
8476469,4.124304537661371,0.0,Joel Armia,5.0,6.0,24,0.8248609075322741,0.0,0.1718460224025571,0.0,0.20833333333333334,0.25
8476473,1.0377954533323628,0.0,Connor Murphy,0.0,3.0,24,1.0377954533323628,0.0,0.04324147722218178,0.0,0.0,0.125
8476474,4.159833138342945,0.0,Stefan Noesen,1.0,2.0,18,4.159833138342945,0.0,0.2311018410190525,0.0,0.05555555555555555,0.1111111111111111
8476479,5.261961272452024,0.0,Phillip Danault,0.0,4.0,24,5.261961272452024,0.0,0.21924838635216767,0.0,0.0,0.16666666666666666
8476480,6.1437457641586635,0.0,Vladislav Namestnikov,6.0,1.0,23,1.0239576273597772,0.0,0.2671193810503767,0.0,0.2608695652173913,0.043478260869565216
8476483,2.8253923561424004,0.0,Rickard Rakell,3.0,5.0,9,0.9417974520474668,0.0,0.31393248401582224,0.0,0.3333333333333333,0.5555555555555556
8476525,0.39351490046828896,0.0,Colin Miller,0.0,0.0,8,0.39351490046828896,0.0,0.04918936255853612,0.0,0.0,0.0
8476539,6.635606086114418,0.0,Jonathan Marchessault,4.0,3.0,20,1.6589015215286045,0.0,0.3317803043057209,0.0,0.2,0.15
8476624,3.3966713682748364,0.0,Barclay Goodrow,1.0,2.0,25,3.3966713682748364,0.0,0.13586685473099347,0.0,0.04,0.08
8476822,2.0021113688126198,0.0,Luke Glendening,0.0,3.0,24,2.0021113688126198,0.0,0.08342130703385915,0.0,0.0,0.125
8476826,5.749464879278091,0.0,Yanni Gourde,5.0,4.0,24,1.1498929758556182,0.0,0.23956103663658712,0.0,0.20833333333333334,0.16666666666666666
8476853,3.202590680681164,0.0,Morgan Rielly,4.0,14.0,23,0.800647670170291,0.0,0.13924307307309408,0.0,0.17391304347826086,0.6086956521739131
8476854,1.4426305955275869,0.0,Hampus Lindholm,1.0,6.0,18,1.4426305955275869,0.0,0.08014614419597704,0.0,0.05555555555555555,0.3333333333333333
8476856,0.4098634552210563,0.0,Mathew Dumba,1.0,2.0,9,0.4098634552210563,0.0,0.0455403839134507,0.0,0.1111111111111111,0.2222222222222222
8476867,1.0537404504138972,0.0,Brendan Gaunce,1.0,1.0,4,1.0537404504138972,0.0,0.2634351126034743,0.0,0.25,0.25
8476869,2.5431812014430726,0.0,Brady Skjei,0.0,6.0,24,2.5431812014430726,0.0,0.10596588339346136,0.0,0.0,0.25
8476871,2.091180285904555,0.0,Tanner Pearson,3.0,1.0,21,0.6970600953015184,0.0,0.09958001361450262,0.0,0.14285714285714285,0.047619047619047616
8476872,1.8467784496024242,0.0,Scott Laughton,0.0,0.0,6,1.8467784496024242,0.0,0.3077964082670707,0.0,0.0,0.0
8476873,2.5695414864458135,0.0,Mark Jankowski,1.0,3.0,15,2.5695414864458135,0.0,0.17130276576305423,0.0,0.06666666666666667,0.2
8476874,0.3070072308182708,0.0,Olli Mtt,0.0,1.0,16,0.3070072308182708,0.0,0.019187951926141925,0.0,0.0,0.0625
8476875,2.3783026081509857,0.0,Mike Matheson,4.0,11.0,23,0.5945756520377464,0.0,0.1034044612239559,0.0,0.17391304347826086,0.4782608695652174
8476878,5.591251164674757,0.0,Zemgus Girgensons,5.0,1.0,17,1.1182502329349515,0.0,0.32889712733380927,0.0,0.29411764705882354,0.058823529411764705
8476879,1.1639650715515,0.0,Cody Ceci,1.0,5.0,24,1.1639650715515,0.0,0.04849854464797917,0.0,0.041666666666666664,0.20833333333333334
8476880,11.376060181064528,0.0,Tom Wilson,13.0,13.0,25,0.8750815523895791,0.0,0.4550424072425811,0.0,0.52,0.52
8476881,14.632314662449058,0.0,Tomas Hertl,9.0,9.0,24,1.6258127402721176,0.0,0.6096797776020441,0.0,0.375,0.375
8476882,4.210625644773243,0.0,Teuvo Teravainen,6.0,10.0,24,0.7017709407955405,0.0,0.17544273519888512,0.0,0.25,0.4166666666666667
8476885,3.112264496274289,0.0,Jacob Trouba,4.0,9.0,24,0.7780661240685722,0.0,0.12967768734476204,0.0,0.16666666666666666,0.375
8476887,10.548303775489325,0.0,Filip Forsberg,9.0,8.0,24,1.1720337528321472,0.0,0.4395126573120552,0.0,0.375,0.3333333333333333
8476889,2.5068183187395325,0.0,Radek Faksa,1.0,9.0,24,2.5068183187395325,0.0,0.10445076328081386,0.0,0.041666666666666664,0.375
8476891,1.1379619766958031,0.0,Matt Grzelcyk,0.0,4.0,24,1.1379619766958031,0.0,0.04741508236232513,0.0,0.0,0.16666666666666666
8476892,2.0783585794270008,0.0,Colton Parayko,0.0,7.0,25,2.0783585794270008,0.0,0.08313434317708003,0.0,0.0,0.28
8476897,2.0858926991932085,0.0,Oskar Sundqvist,1.0,9.0,16,2.0858926991932085,0.0,0.13036829369957553,0.0,0.0625,0.5625
8476902,2.047936001436026,0.0,Esa Lindell,3.0,5.0,25,0.6826453338120086,0.0,0.08191744005744103,0.0,0.12,0.2
8476905,3.4844729881733634,0.0,Chandler Stephenson,4.0,8.0,23,0.8711182470433408,0.0,0.15149882557275493,0.0,0.17391304347826086,0.34782608695652173
8476906,2.68063395656645,0.0,Shayne Gostisbehere,3.0,15.0,15,0.8935446521888166,0.0,0.1787089304377633,0.0,0.2,1.0
8476907,0.7417792771011587,0.0,Mackenzie MacEachern,1.0,3.0,8,0.7417792771011587,0.0,0.09272240963764483,0.0,0.125,0.375
8476917,3.0189316933974584,0.0,Adam Pelech,0.0,2.0,25,3.0189316933974584,0.0,0.12075726773589833,0.0,0.0,0.08
8476921,6.96187834255397,0.0,Jordan Martinook,3.0,6.0,24,2.3206261141846567,0.0,0.2900782642730821,0.0,0.125,0.25
8476923,3.5164940343238387,0.0,Damon Severson,1.0,7.0,25,3.5164940343238387,0.0,0.14065976137295355,0.0,0.04,0.28
8476925,3.16271822247654,0.0,Colton Sissons,0.0,2.0,22,3.16271822247654,0.0,0.1437599192034791,0.0,0.0,0.09090909090909091
8476927,0.15582742542028422,0.0,Teddy Blueger,1.0,0.0,2,0.15582742542028422,0.0,0.07791371271014211,0.0,0.5,0.0
8476931,1.4312281310558301,0.0,Jake McCabe,3.0,7.0,24,0.47707604368527673,0.0,0.05963450546065959,0.0,0.125,0.2916666666666667
8476958,0.21543092746287576,0.0,Jaccob Slavin,0.0,0.0,2,0.21543092746287576,0.0,0.10771546373143788,0.0,0.0,0.0
8476967,1.3454875694587802,0.0,Brett Kulak,0.0,2.0,25,1.3454875694587802,0.0,0.05381950277835121,0.0,0.0,0.08
8476979,0.0302818305790423,0.0,Erik Gustafsson,0.0,0.0,1,0.0302818305790423,0.0,0.0302818305790423,0.0,0.0,0.0
8476981,4.062552862800655,0.0,Josh Anderson,5.0,3.0,23,0.812510572560131,0.0,0.1766327331652459,0.0,0.21739130434782608,0.13043478260869565
8476994,2.952000949531792,0.0,Vinnie Hinostroza,2.0,3.0,22,1.476000474765896,0.0,0.1341818613423542,0.0,0.09090909090909091,0.13636363636363635
8477015,3.963967106305061,0.0,Connor Brown,6.0,3.0,17,0.6606611843841769,0.0,0.2331745356650036,0.0,0.35294117647058826,0.17647058823529413
8477018,1.3219951121136526,0.0,Ben Hutton,2.0,4.0,17,0.6609975560568263,0.0,0.07776441835962662,0.0,0.11764705882352941,0.23529411764705882
8477070,2.226137917488812,0.0,Liam O'Brien,1.0,0.0,8,2.226137917488812,0.0,0.2782672396861015,0.0,0.125,0.0
8477073,0.026456668972969,0.0,Kurtis MacDermid,0.0,0.0,8,0.026456668972969,0.0,0.003307083621621125,0.0,0.0,0.0
8477149,1.11290278006345,0.0,Scott Sabourin,1.0,1.0,3,1.11290278006345,0.0,0.3709675933544833,0.0,0.3333333333333333,0.3333333333333333
8477220,2.096919609233734,0.0,Nate Schmidt,1.0,9.0,25,2.096919609233734,0.0,0.08387678436934935,0.0,0.04,0.36
8477346,2.512148340698327,0.0,MacKenzie Weegar,1.0,4.0,26,2.512148340698327,0.0,0.09662109002685873,0.0,0.038461538461538464,0.15384615384615385
8477365,0.2876041587442153,0.0,Connor Clifton,0.0,0.0,8,0.2876041587442153,0.0,0.03595051984302691,0.0,0.0,0.0
8477369,1.7367438599467262,0.0,Carson Soucy,2.0,2.0,22,0.8683719299733631,0.0,0.07894290272485119,0.0,0.09090909090909091,0.09090909090909091
8477380,3.4318829970434286,0.0,Jonny Brodzinski,2.0,2.0,15,1.7159414985217143,0.0,0.22879219980289525,0.0,0.13333333333333333,0.13333333333333333
8477401,0.2670431807637213,0.0,John Hayden,0.0,0.0,3,0.2670431807637213,0.0,0.0890143935879071,0.0,0.0,0.0
8477402,8.116229448001828,0.0,Pavel Buchnevich,3.0,8.0,25,2.7054098160006093,0.0,0.32464917792007314,0.0,0.12,0.32
8477404,15.48783884197473,0.0,Jake Guentzel,13.0,13.0,24,1.1913722186134408,0.0,0.6453266184156138,0.0,0.5416666666666666,0.5416666666666666
